Folder_Name;Clean_Title;Search_Title;Platforms;Year_Folder;Path_Root;Path_Video;Untested;Metadata_Locked;Status_Flag;Summary;Genre;Developer;Publisher;Image_Link;Trailer_Link;Original_Release_Date;Remake_Release_Date;Developer / Publisher;Poster_URL;Empty
Aim Assault;Aim Assault;Aim Assault;Warez;;\\madhdd02\Software\GAMES\GAMES VR\RAIL SHOOTER\Aim Assault;\\madhdd02\Software\GAMES\GAMES VR\RAIL SHOOTER\Aim Assault.mp4;False;False;OK;Step into the nostalgia-fueled world of Aim Assault, the ultimate VR rail shooter.;Shooter, Arcade;;;./images\Aim Assault.jpg;;2025.0;;;images\Aim Assault.jpg;False
Serious Sam VR - The Last Hope;Serious Sam VR - The Last Hope;Serious Sam VR The Last Hope;Warez;;\\madhdd02\Software\GAMES\GAMES VR\RAIL SHOOTER\Serious Sam VR - The Last Hope;\\madhdd02\Software\GAMES\GAMES VR\RAIL SHOOTER\Serious Sam VR - The Last Hope.mp4;False;False;OK;Serious Sam returns in his first ever VR adventure to dual wield an overwhelming amount of explosive ordinance and battle Mental’s relentless hordes in Serious Sam VR: The Last Hope. The Earth Defense Force is crumbling under the crushing offensive of Mental and his legions of savage warriors and beasts. Now the galaxy’s last hope must battle from planet to planet – pilling up and upgrading his arsenal along the way - and lay waste to massive alien swarms under Mental’s control.;Shooter, Indie;;;./images\Serious Sam VR  The Last Hope.jpg;;2016.0;;;images\Serious Sam VR - The Last Hope.jpg;False
Star Dust - The Book of Earth;Star Dust - The Book of Earth;Star Dust The Book of Earth;Warez;;\\madhdd02\Software\GAMES\GAMES VR\RAIL SHOOTER\Star Dust - The Book of Earth;\\madhdd02\Software\GAMES\GAMES VR\RAIL SHOOTER\Star Dust - The Book of Earth.mp4;False;False;OK;Star Dust: The Book of Earth is a VR sci-fi shooting game developed by Beijing Skylens Technology Co., Ltd. using Unreal Engine4, featuring amazing cinematic visual effects. In the game, you will explore awe-inspiring, mysterious galaxies, experience the spectacular scenes of Earth’s destruction, and engage in warfare on a scale never seen before – and all from an immersive first-person perspective. Take control of huge mechs with your own hands and immerse yourself in fierce space battles. The splendor of magnificent galaxies, giant spaceships, and diverse weapons combine to create a real and thrilling VR experience you’ll never forget. In the game, players use VR handles to control a giant mech in battle.;;;;;;2017.0;;;;False
Star Rage;Star Rage;Star Rage;Warez;;\\madhdd02\Software\GAMES\GAMES VR\RAIL SHOOTER\Star Rage;\\madhdd02\Software\GAMES\GAMES VR\RAIL SHOOTER\Star Rage.mp4;False;False;OK;Star Rage VR is a FPS game that fights alien in outer space,it included a thrilling story with a great plot, exploring and many other diverse form of gameplay. You and your friends have to fight numerous aliens and reclaim the skies.;Adventure, Indie;;;./images\Star Rage.jpg;;2017.0;;;images\Star Rage.jpg;False
ALICE VR;ALICE VR;ALICE VR;Warez;;\\madhdd02\Software\GAMES\GAMES VR\RPG\ALICE VR;\\madhdd02\Software\GAMES\GAMES VR\RPG\ALICE VR.mp4;False;False;OK;"Alice VR is an adventure sci-fi game exploring the power of virtual reality.

An unexpected malfunction forces your ship’s AI to wake you from the cryo sleep. You have to make an emergency landing on an alien planet and your goal there is simple: find or purchase fuel and escape. This straightforward task gets complicated when you realize that all of the planet’s citizens had disappeared in mysterious circumstances. The player has to deal with a series of puzzles, designed specifically for VR, and make decisions that will ultimately lead to the truth about the planet and its secrets. The future is in the player’s hands.";Adventure, Indie;;;./images\ALICE VR.jpg;;2016.0;;;images\ALICE VR.jpg;False
Chronos;Chronos;Chronos;Warez;;\\madhdd02\Software\GAMES\GAMES VR\RPG\Chronos;\\madhdd02\Software\GAMES\GAMES VR\RPG\Chronos.mp4;False;False;OK;BS Chrono Trigger: Character Library contains information on all of the playable characters and enemies in Chrono Trigger.;Quiz/Trivia;;;./images\Chronos.jpg;;1995.0;;;images\Chronos.jpg;False
Detached;Detached;Detached;Warez;;\\madhdd02\Software\GAMES\GAMES VR\RPG\Detached;\\madhdd02\Software\GAMES\GAMES VR\RPG\Detached.mp4;False;False;OK;"A lewd psychological horror comedy dating sim that touches on mental health, illness, and spookies.

It follows the life of Daine, a 25 year old man that is just discovering what it means to actually live, his road to recovery, and discovering himself.

Of course, not everything is as it seems as there are many players out there, both in the Plane of the Mundane and the supernatural, pushing and prodding him down the gentle stream of fate. One of these players is you, the Hand of Fate.

As the Hand of Fate, you will help guild Daine through his daily life, choosing where he goes, and what girls he'll visit to increase their affections towards him. Along the way, you'll get to know their own stories and histories while the world's mysteries unravel before you.";Visual Novel;;;./images\Detached.jpg;;;;;images\Detached.jpg;False
Hellblade, Senua's Sacrifice - VR Edition;Hellblade, Senua's Sacrifice - VR Edition;Hellblade, Senua's Sacrifice VR Edition;Warez;;\\madhdd02\Software\GAMES\GAMES VR\RPG\Hellblade, Senua's Sacrifice - VR Edition;\\madhdd02\Software\GAMES\GAMES VR\RPG\Hellblade, Senua's Sacrifice - VR Edition.mp4;False;False;OK;"The VR Edition of the critically acclaimed BAFTA award-winning Hellblade: Senua's Sacrifice.

From the makers of Heavenly Sword, Enslaved: Odyssey to the West, and DmC: Devil May Cry, comes a warrior’s brutal journey into myth and madness.

Set in the Viking age, a broken Celtic warrior embarks on a haunting vision quest into Viking Hell to fight for the soul of her dead lover.";Hack and slash/Beat 'em up, Adventure, Indie;;;./images\Hellblade Senuas Sacrifice  VR Edition.jpg;;2018.0;;;images\Hellblade, Senua's Sacrifice - VR Edition.jpg;False
Lone Echo;Lone Echo;Lone Echo;Warez;;\\madhdd02\Software\GAMES\GAMES VR\RPG\Lone Echo;\\madhdd02\Software\GAMES\GAMES VR\RPG\Lone Echo.mp4;False;False;OK;In Lone Echo’s single player story, you’ll be transported to an advanced mining facility within the rings of Saturn, complete with a detailed space station, expansive outer-space environments, and interactive space equipment. Taking on the role of Jack—an advanced artificial intelligence with a state-of-the-art synthetic body—you’ll help Captain Olivia Rhodes solve an increasingly threatening mystery as you use futuristic tools, clever problem solving, and interactive dialogue to engage with the world around you.;Adventure;;;./images\Lone Echo.jpg;;2017.0;;;images\Lone Echo.jpg;False
Lone Echo 2;Lone Echo 2;Lone Echo 2;Warez;;\\madhdd02\Software\GAMES\GAMES VR\RPG\Lone Echo 2;\\madhdd02\Software\GAMES\GAMES VR\RPG\Lone Echo 2.mp4;False;False;OK;Jack and Liv are back in Lone Echo II. Return to the rings of Saturn in this highly-anticipated sequel, to unravel the mysteries of Lone Echo and journey deeper into space – past the very boundaries of time itself.;Adventure;;;./images\Lone Echo 2.jpg;;2021.0;;;images\Lone Echo 2.jpg;False
Red Matter;Red Matter;Red Matter;Warez;;\\madhdd02\Software\GAMES\GAMES VR\RPG\Red Matter;\\madhdd02\Software\GAMES\GAMES VR\RPG\Red Matter.mp4;False;False;OK;Red Matter is a story-driven VR puzzle adventure game set during a dystopian sci-fi Cold War. Take on the role of Agent Epsilon, an astronaut of the Atlantic Union dispatched to an abandoned Volgravian moon base on a frozen, faraway planet. Your mission: to investigate a shady top secret research project.;Puzzle, Adventure, Indie;;;./images\Red Matter.jpg;;2018.0;;;images\Red Matter.jpg;False
Red Matter 2;Red Matter 2;Red Matter 2;Warez;;\\madhdd02\Software\GAMES\GAMES VR\RPG\Red Matter 2;\\madhdd02\Software\GAMES\GAMES VR\RPG\Red Matter 2.mp4;False;False;OK;Red Matter 2 is an immersive, puzzle-adventure game that will transport you to the far reaches of space. Step into the shoes of Sasha, an agent awakened in a lunar base by an undercover operative and tasked with uncovering the secrets of the mysterious Red Matter.;Shooter, Puzzle, Adventure, Indie;;;./images\Red Matter 2.jpg;;2022.0;;;images\Red Matter 2.jpg;False
Vader Immortal A Star Wars VR Series Episode I;Vader Immortal A Star Wars VR Series Episode I;;Warez;;\\madhdd02\Software\GAMES\GAMES VR\RPG\Vader Immortal A Star Wars VR Series Episode I;\\madhdd02\Software\GAMES\GAMES VR\RPG\Vader Immortal A Star Wars VR Series Episode I.mp4;False;;;;;;;;;;;;;False
Vader Immortal A Star Wars VR Series Episode II;Vader Immortal A Star Wars VR Series Episode II;;Warez;;\\madhdd02\Software\GAMES\GAMES VR\RPG\Vader Immortal A Star Wars VR Series Episode II;\\madhdd02\Software\GAMES\GAMES VR\RPG\Vader Immortal A Star Wars VR Series Episode II.mp4;False;;;;;;;;;;;;;False
Vader Immortal A Star Wars VR Series Episode III;Vader Immortal A Star Wars VR Series Episode III;;Warez;;\\madhdd02\Software\GAMES\GAMES VR\RPG\Vader Immortal A Star Wars VR Series Episode III;\\madhdd02\Software\GAMES\GAMES VR\RPG\Vader Immortal A Star Wars VR Series Episode III.mp4;False;;;;;;;;;;;;;False
Battlewake;Battlewake;Battlewake;Warez;;\\madhdd02\Software\GAMES\GAMES VR\SIMULATION\Battlewake;\\madhdd02\Software\GAMES\GAMES VR\SIMULATION\Battlewake.mp4;False;False;OK;Avast, matey! Thar be high-seas mayhem ahead in Battlewake, a rip-roaring vehicular combat game exclusively for virtual reality. Become a mythical Pirate Lord, captain a massive battle-ready ship and wield ancient magics as you embark on a larger-than-life nautical war for the ages.;Racing, Simulator, Strategy, Adventure, Indie;;;./images\Battlewake.jpg;;2019.0;;;images\Battlewake.jpg;False
Eagle flight;Eagle flight;Eagle flight;Warez;;\\madhdd02\Software\GAMES\GAMES VR\SIMULATION\Eagle flight;\\madhdd02\Software\GAMES\GAMES VR\SIMULATION\Eagle flight.mp4;False;False;OK;"50 years after humans vanished from the face of the Earth, nature reclaimed the city of Paris, leaving a breathtaking playground. As an eagle, you soar past iconic landmarks, dive through narrow streets, and engage in heart-pounding aerial dog fights to protect your territory from opponents.

With innovated and intuitive controls, you quickly learn to perform impressive aerial maneuvers in the blink of an eye. Eagle Flight sends you to the skies to experience the freedom of flying and explore Paris from a never-before seen perspective.";Shooter, Simulator;;;./images\Eagle flight.jpg;;2016.0;;;images\Eagle flight.jpg;False
End Space;End Space;End Space;Warez;;\\madhdd02\Software\GAMES\GAMES VR\SIMULATION\End Space;\\madhdd02\Software\GAMES\GAMES VR\SIMULATION\End Space.mp4;False;False;OK;End Space;Shooter, Simulator, Indie;;;./images\End Space.jpg;;2016.0;;;images\End Space.jpg;False
Kayak VR, Mirage;Kayak VR, Mirage;Kayak VR, Mirage;Warez;;\\madhdd02\Software\GAMES\GAMES VR\SIMULATION\Kayak VR, Mirage;\\madhdd02\Software\GAMES\GAMES VR\SIMULATION\Kayak VR, Mirage.mp4;False;False;OK;Kayak VR: Mirage is a jaw-dropping and exhilarating journey through beautiful and unique locations, tailor-made for Virtual Reality. Maneuver our fully physically accurate kayak around checkpoints and crown yourself the fastest, or take it easy and use the free-ride mode for a leisurely trip and take in the sights of our varied locales, ranging from realistic to surreal.;Racing, Simulator, Sport, Indie, Arcade;;;./images\Kayak VR Mirage.jpg;;2022.0;;;images\Kayak VR, Mirage.jpg;False
Angry Birds VR, Isle of Pigs;Angry Birds VR, Isle of Pigs;Angry Birds VR, Isle of Pigs;Warez;;\\madhdd02\Software\GAMES\GAMES VR\TABLETOP\Angry Birds VR, Isle of Pigs;\\madhdd02\Software\GAMES\GAMES VR\TABLETOP\Angry Birds VR, Isle of Pigs.mp4;False;False;OK;"Join Red, Chuck, Bomb and the Blues to save the stolen eggs in Angry Birds VR: Isle of Pigs, an immersive VR adventure!

Explore the remote island where the greedy green pigs take their vacation in 50+ fun-filled levels (and more to come!) Make your way up to party city through exotic beaches, steep cliffs and snowy slopes, destroying their structures in the most spectacular way to earn those all-important stars.

Choose from different angles to make your slingshot, using classic Angry Birds gameplay elements to progress and strive for the best possible score. Tough boss pigs, balloons, boulders and fans make each level a challenging puzzle in its own right. And using the bird’s special skills - like Chuck’s super speed or Bomb’s explosive power - will help you earn maximum points.";Puzzle;;;./images\Angry Birds VR Isle of Pigs.jpg;;2019.0;;;images\Angry Birds VR, Isle of Pigs.jpg;False
Keep Talking And Nobody Explodes;Keep Talking And Nobody Explodes;Keep Talking And Nobody Explodes;Warez;;\\madhdd02\Software\GAMES\GAMES VR\TABLETOP\Keep Talking And Nobody Explodes;\\madhdd02\Software\GAMES\GAMES VR\TABLETOP\Keep Talking And Nobody Explodes.mp4;False;False;OK;One player is trapped in a virtual room with a ticking time bomb they must defuse. The other players are the “Experts” who must give the instructions to defuse the bomb by deciphering the information found in the bomb defusal manual. But there’s a catch: the experts can’t see the bomb, so everyone will need to talk it out – fast!;Puzzle, Simulator, Indie;;;./images\Keep Talking And Nobody Explodes.jpg;;2015.0;;;images\Keep Talking And Nobody Explodes.jpg;False
Super Amazeballs;Super Amazeballs;Super Amazeballs;Warez;;\\madhdd02\Software\GAMES\GAMES VR\TABLETOP\Super Amazeballs;\\madhdd02\Software\GAMES\GAMES VR\TABLETOP\Super Amazeballs.mp4;False;False;OK;Super Amazeballs is a VR dexterity puzzle game that'll twist your brain! Using both hands: Tilt, spin, and rotate 3D 'amazeballs' to roll a pinball through mind bending tracks!;Racing, Simulator, Adventure, Indie, Arcade;;;./images\Super Amazeballs.jpg;;2017.0;;;images\Super Amazeballs.jpg;False
Tetris Effect;Tetris Effect;Tetris Effect;Warez;;\\madhdd02\Software\GAMES\GAMES VR\TABLETOP\Tetris Effect;\\madhdd02\Software\GAMES\GAMES VR\TABLETOP\Tetris Effect.mp4;False;False;OK;Named after a real-world phenomenon where players' brains are so engrossed that images of the iconic falling Tetrimino blocks linger in their vision, thoughts, and even dreams, Tetris Effect amplifies this magical feeling of total immersion by surrounding you with fantastic, fully three-dimensional worlds that react and evolve based on how you play. Music, backgrounds, sounds, special effects - everything, down to the Tetris pieces themselves, pulse, dance, shimmer, and explode in perfect sync with how you're playing.;Music, Puzzle;;;./images\Tetris Effect.jpg;;2018.0;;;images\Tetris Effect.jpg;False
Agent A A puzzle in disguise;Agent A A puzzle in disguise;Agent A A puzzle in disguise;Warez;;\\madhdd02\Software\GAMES\_TEMP\+\Agent A A puzzle in disguise;\\madhdd02\Software\GAMES\_TEMP\+\Agent A A puzzle in disguise.mp4;True;False;OK;A suave secret agent adventure game. Your mission (should you choose to accept) is to infiltrate enemy spy Ruby La Rouge’s secret hideaway and put a stop to her evil plans!;Point-and-click, Puzzle, Adventure, Indie;;;./images\Agent A A puzzle in disguise.jpg;;2015.0;;;images\Agent A A puzzle in disguise.jpg;False
Airborne Kingdom;Airborne Kingdom;Airborne Kingdom;Warez;;\\madhdd02\Software\GAMES\_TEMP\+\Airborne Kingdom;\\madhdd02\Software\GAMES\_TEMP\+\Airborne Kingdom.mp4;True;False;OK;Take a fantastical journey - fly the desert and build your domain. Airborne Kingdom uniquely blends city management and exploration, with a world and lore all its own. Build housing, gather food, satisfy needs, and grow your tribe. Maintain lift, discover resources, and explore the desert for lost technologies. The kingdom, your journey, their lives - all of it is up to you to decide.;Role-playing (RPG), Simulator, Strategy, Adventure, Indie;;;./images\Airborne Kingdom.jpg;;2020.0;;;images\Airborne Kingdom.jpg;False
Anima - The Reign of Darkness;Anima - The Reign of Darkness;Anima The Reign of Darkness;Warez;;\\madhdd02\Software\GAMES\_TEMP\+\Anima - The Reign of Darkness;\\madhdd02\Software\GAMES\_TEMP\+\Anima - The Reign of Darkness.mp4;True;False;OK;Anima is an action RPG (hack'n slash) videogame inspired by the greatest old school games;Role-playing (RPG);;;./images\Anima  The Reign of Darkness.jpg;;2021.0;;;images\Anima - The Reign of Darkness.jpg;False
